doi,licenseURL,licenseQID,start,end,qid,wdLicenseQID
10.1155/2019/9731467,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-19T00:00:00Z,,Q90890055,http://www.wikidata.org/entity/Q20007257
10.1177/0300060519871860,http://creativecommons.org/licenses/by-nc/4.0/,Q34179348,2019-09-17T00:00:00Z,,Q90145724,http://www.wikidata.org/entity/Q34179348
10.1080/14756366.2019.1664501,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-01-01T00:00:00Z,,Q90145203,http://www.wikidata.org/entity/Q20007257
10.1155/2019/1976847,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-18T00:00:00Z,,Q90885883,http://www.wikidata.org/entity/Q20007257
10.1155/2019/2470801,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-18T00:00:00Z,,Q90889980,http://www.wikidata.org/entity/Q20007257
10.1155/2019/2387614,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-15T00:00:00Z,,Q90861408,http://www.wikidata.org/entity/Q20007257
10.1155/2019/4584936,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-15T00:00:00Z,,Q90861808,http://www.wikidata.org/entity/Q20007257
10.1177/0300060519871373,http://creativecommons.org/licenses/by-nc/4.0/,Q34179348,2019-09-17T00:00:00Z,,Q90127777,http://www.wikidata.org/entity/Q34179348
10.1177/0300060519867493,http://creativecommons.org/licenses/by-nc/4.0/,Q34179348,2019-09-17T00:00:00Z,,Q90127691,http://www.wikidata.org/entity/Q34179348
10.1155/2019/9740568,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-17T00:00:00Z,,Q90864024,http://www.wikidata.org/entity/Q20007257
10.2174/1573396315666190917154058,https://creativecommons.org/licenses/by/4.0/legalcode,Q20007257,2019-12-30T00:00:00Z,,Q90146202,http://www.wikidata.org/entity/Q6936496
10.1080/19336950.2019.1666457,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-01-01T00:00:00Z,,Q90127695,http://www.wikidata.org/entity/Q20007257
10.1155/2019/4834202,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-17T00:00:00Z,,Q90864011,http://www.wikidata.org/entity/Q20007257
10.1080/10717544.2019.1660434,http://creativecommons.org/licenses/by-nc/4.0/,Q34179348,2019-01-01T00:00:00Z,,Q90118705,http://www.wikidata.org/entity/Q34179348
10.1177/0300060519865645,http://creativecommons.org/licenses/by-nc/4.0/,Q34179348,2019-09-23T00:00:00Z,,Q90235065,http://www.wikidata.org/entity/Q34179348
10.1163/18759866-20191409,https://creativecommons.org/licenses/by/4.0/,Q20007257,2019-10-03T00:00:00Z,,Q100644077,http://www.wikidata.org/entity/Q20007257
10.1155/2019/6523837,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-12T00:00:00Z,,Q90706240,http://www.wikidata.org/entity/Q20007257
10.1155/2019/8028725,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-12T00:00:00Z,,Q90706788,http://www.wikidata.org/entity/Q20007257
10.1163/18759866-20191416,https://creativecommons.org/licenses/by/4.0/,Q20007257,2019-10-03T00:00:00Z,,Q100644069,http://www.wikidata.org/entity/Q20007257
10.1155/2019/2304931,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-08T00:00:00Z,,Q90469547,http://www.wikidata.org/entity/Q20007257
10.1155/2019/3730519,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-08T00:00:00Z,,Q90468698,http://www.wikidata.org/entity/Q20007257
10.1155/2019/9240426,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-10T00:00:00Z,,Q90469804,http://www.wikidata.org/entity/Q20007257
10.1155/2019/9419072,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-10T00:00:00Z,,Q90471098,http://www.wikidata.org/entity/Q20007257
10.1080/21655979.2019.1649520,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-01-01T00:00:00Z,,Q90012913,http://www.wikidata.org/entity/Q20007257
10.2174/1872211313666190503112040,https://creativecommons.org/licenses/by/4.0/legalcode,Q20007257,2019-08-29T00:00:00Z,,Q90434725,http://www.wikidata.org/entity/Q6936496
10.1155/2019/3705264,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-09T00:00:00Z,,Q90471510,http://www.wikidata.org/entity/Q20007257
10.1155/2019/6196532,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-09T00:00:00Z,,Q90471598,http://www.wikidata.org/entity/Q20007257
10.1155/2019/9874159,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-09-04T00:00:00Z,,Q90355501,http://www.wikidata.org/entity/Q20007257
10.1080/14756366.2019.1659791,http://creativecommons.org/licenses/by/4.0/,Q20007257,2019-01-01T00:00:00Z,,Q93082115,http://www.wikidata.org/entity/Q20007257
10.35537/10915/3348,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715538,http://www.wikidata.org/entity/Q14947546
10.35537/10915/71458,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80716811,http://www.wikidata.org/entity/Q24082749
10.35537/10915/61776,http://creativecommons.org/licenses/by-nc-sa/4.0/,Q42553662,,,Q80719701,http://www.wikidata.org/entity/Q42553662
10.35537/10915/47459,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718627,http://www.wikidata.org/entity/Q24082749
10.35537/10915/68460,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80717441,http://www.wikidata.org/entity/Q36795408
10.35537/10915/3324,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715439,http://www.wikidata.org/entity/Q14947546
10.35537/10915/53028,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80718778,http://www.wikidata.org/entity/Q20007257
10.35537/10915/49353,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80716743,http://www.wikidata.org/entity/Q36795408
10.35537/10915/3423,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80717903,http://www.wikidata.org/entity/Q14947546
10.35537/10915/44074,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80716432,http://www.wikidata.org/entity/Q19068212
10.35537/10915/38757,http://creativecommons.org/licenses/by-nd/2.5/ar/,,,,Q80716539,http://www.wikidata.org/entity/Q18810338
10.35537/10915/31293,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80716160,http://www.wikidata.org/entity/Q14947546
10.35537/10915/4098,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80718700,http://www.wikidata.org/entity/Q19068212
10.35537/10915/46281,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80718626,http://www.wikidata.org/entity/Q20007257
10.35537/10915/67513,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80718977,http://www.wikidata.org/entity/Q36795408
10.35537/10915/34474,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80717759,http://www.wikidata.org/entity/Q6937225
10.35537/10915/31815,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80716303,http://www.wikidata.org/entity/Q19068212
10.35537/10915/3321,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715428,http://www.wikidata.org/entity/Q14947546
10.35537/10915/74360,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80717476,http://www.wikidata.org/entity/Q36795408
10.35537/10915/52071,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718350,http://www.wikidata.org/entity/Q24082749
10.35537/10915/46494,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80717617,http://www.wikidata.org/entity/Q6937225
10.35537/10915/48476,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80716908,http://www.wikidata.org/entity/Q24082749
10.35537/10915/45110,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80716046,http://www.wikidata.org/entity/Q6937225
10.35537/10915/37111,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715666,http://www.wikidata.org/entity/Q14947546
10.35537/10915/75237,http://creativecommons.org/licenses/by-nc-sa/4.0/,Q42553662,,,Q80718648,http://www.wikidata.org/entity/Q42553662
10.35537/10915/43494,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80717298,http://www.wikidata.org/entity/Q6937225
10.35537/10915/37614,http://creativecommons.org/licenses/by-nd/2.5/ar/,,,,Q80718238,http://www.wikidata.org/entity/Q18810338
10.35537/10915/3414,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715592,http://www.wikidata.org/entity/Q14947546
10.35537/10915/3417,http://creativecommons.org/licenses/by-nc-nd/3.0/,Q19125045,,,Q80715289,http://www.wikidata.org/entity/Q6937225
10.35537/10915/1819,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80717748,http://www.wikidata.org/entity/Q20007257
10.35537/10915/47926,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80719328,http://www.wikidata.org/entity/Q20007257
10.35537/10915/26080,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80717881,http://www.wikidata.org/entity/Q6937225
10.35537/10915/42995,http://creativecommons.org/licenses/by/2.5/ar/,Q75491630,,,Q80719861,http://www.wikidata.org/entity/Q75491630
10.35537/10915/3349,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715541,http://www.wikidata.org/entity/Q14947546
10.35537/10915/60879,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80715864,http://www.wikidata.org/entity/Q20007257
10.35537/10915/2527,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80715144,http://www.wikidata.org/entity/Q24082749
10.35537/10915/46360,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80717973,http://www.wikidata.org/entity/Q24082749
10.35537/10915/44731,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80719716,http://www.wikidata.org/entity/Q20007257
10.35537/10915/37124,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715680,http://www.wikidata.org/entity/Q14947546
10.35537/10915/18292,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80717701,http://www.wikidata.org/entity/Q19068212
10.35537/10915/52618,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80719880,http://www.wikidata.org/entity/Q24082749
10.35537/10915/34923,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80715658,http://www.wikidata.org/entity/Q19068212
10.35537/10915/65985,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80719385,http://www.wikidata.org/entity/Q20007257
10.35537/10915/2531,http://creativecommons.org/licenses/by-nc-sa/4.0/,Q42553662,,,Q80710316,http://www.wikidata.org/entity/Q42553662
10.35537/10915/67502,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80717667,http://www.wikidata.org/entity/Q20007257
10.35537/10915/58488,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80715853,http://www.wikidata.org/entity/Q24082749
10.35537/10915/43496,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80717998,http://www.wikidata.org/entity/Q6937225
10.35537/10915/34835,http://creativecommons.org/licenses/by/2.5/ar/,Q75491630,,,Q80715651,http://www.wikidata.org/entity/Q75491630
10.35537/10915/47518,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80718278,http://www.wikidata.org/entity/Q36795408
10.35537/10915/58792,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80715856,http://www.wikidata.org/entity/Q24082749
10.35537/10915/52152,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80719356,http://www.wikidata.org/entity/Q24082749
10.35537/10915/3472,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80716525,http://www.wikidata.org/entity/Q14947546
10.35537/10915/37136,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715699,http://www.wikidata.org/entity/Q14947546
10.35537/10915/31866,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80717274,http://www.wikidata.org/entity/Q6937225
10.35537/10915/38274,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80719259,http://www.wikidata.org/entity/Q6937225
10.35537/10915/2221,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80716928,http://www.wikidata.org/entity/Q19068212
10.35537/10915/4203,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80717261,http://www.wikidata.org/entity/Q20007257
10.35537/10915/58720,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80716918,http://www.wikidata.org/entity/Q20007257
10.35537/10915/70962,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718259,http://www.wikidata.org/entity/Q24082749
10.35537/10915/27128,http://creativecommons.org/licenses/by-sa/2.5/ar/,,,,Q80719237,http://www.wikidata.org/entity/Q19113751
10.35537/10915/50431,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80717374,http://www.wikidata.org/entity/Q20007257
10.35537/10915/3345,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715526,http://www.wikidata.org/entity/Q14947546
10.35537/10915/61037,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80716600,http://www.wikidata.org/entity/Q20007257
10.35537/10915/18121,http://creativecommons.org/licenses/by-nc/2.5/ar/,,,,Q80717694,http://www.wikidata.org/entity/Q19113746
10.35537/10915/44103,http://creativecommons.org/licenses/by/2.5/ar/,Q75491630,,,Q80716550,http://www.wikidata.org/entity/Q75491630
10.35537/10915/73547,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80716112,http://www.wikidata.org/entity/Q24082749
10.35537/10915/53712,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80719681,http://www.wikidata.org/entity/Q24082749
10.35537/10915/3425,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80717949,http://www.wikidata.org/entity/Q14947546
10.35537/10915/44650,http://creativecommons.org/licenses/by-nd/2.5/ar/,,,,Q80718008,http://www.wikidata.org/entity/Q18810338
10.35537/10915/59236,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80719378,http://www.wikidata.org/entity/Q24082749
10.35537/10915/4106,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80718721,http://www.wikidata.org/entity/Q6937225
10.35537/10915/57118,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80715850,http://www.wikidata.org/entity/Q20007257
10.35537/10915/34371,http://creativecommons.org/licenses/by-nd/2.5/ar/,,,,Q80718191,http://www.wikidata.org/entity/Q18810338
10.35537/10915/77912,http://creativecommons.org/licenses/by-nc-sa/4.0/,Q42553662,,,Q80710391,http://www.wikidata.org/entity/Q42553662
10.35537/10915/51443,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80715774,http://www.wikidata.org/entity/Q24082749
10.35537/10915/33937,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715973,http://www.wikidata.org/entity/Q14947546
10.35537/10915/45255,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80715737,http://www.wikidata.org/entity/Q6937225
10.35537/10915/4100,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80718703,http://www.wikidata.org/entity/Q19068212
10.35537/10915/74956,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718646,http://www.wikidata.org/entity/Q24082749
10.35537/10915/3327,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715449,http://www.wikidata.org/entity/Q14947546
10.35537/10915/52452,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80715789,http://www.wikidata.org/entity/Q24082749
10.35537/10915/60181,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718126,http://www.wikidata.org/entity/Q24082749
10.35537/10915/45850,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80719509,http://www.wikidata.org/entity/Q24082749
10.35537/10915/32701,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80718909,http://www.wikidata.org/entity/Q14947546
10.35537/10915/68397,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718416,http://www.wikidata.org/entity/Q24082749
10.35537/10915/65181,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80716775,http://www.wikidata.org/entity/Q24082749
10.35537/10915/1788,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80718833,http://www.wikidata.org/entity/Q20007257
10.35537/10915/57476,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80718108,http://www.wikidata.org/entity/Q20007257
10.35537/10915/70225,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80717614,http://www.wikidata.org/entity/Q36795408
10.35537/10915/4082,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80717105,http://www.wikidata.org/entity/Q19068212
10.35537/10915/32206,http://creativecommons.org/licenses/by/2.5/ar/,Q75491630,,,Q80717549,http://www.wikidata.org/entity/Q75491630
10.35537/10915/4191,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80718762,http://www.wikidata.org/entity/Q14947546
10.35537/10915/77416,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80716391,http://www.wikidata.org/entity/Q24082749
10.35537/10915/43017,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80718310,http://www.wikidata.org/entity/Q6937225
10.35537/10915/3426,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80717953,http://www.wikidata.org/entity/Q14947546
10.35537/10915/52484,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80715794,http://www.wikidata.org/entity/Q20007257
10.35537/10915/60557,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80716354,http://www.wikidata.org/entity/Q24082749
10.35537/10915/69639,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80718129,http://www.wikidata.org/entity/Q6937225
10.35537/10915/56231,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718096,http://www.wikidata.org/entity/Q24082749
10.35537/10915/75882,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80719081,http://www.wikidata.org/entity/Q24082749
10.35537/10915/32059,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715365,http://www.wikidata.org/entity/Q14947546
10.35537/10915/64087,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718271,http://www.wikidata.org/entity/Q24082749
10.35537/10915/56641,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718254,http://www.wikidata.org/entity/Q24082749
10.35537/10915/79510,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80718997,http://www.wikidata.org/entity/Q36795408
10.35537/10915/60955,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718267,http://www.wikidata.org/entity/Q24082749
10.35537/10915/62401,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718455,http://www.wikidata.org/entity/Q24082749
10.35537/10915/1828,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80719088,http://www.wikidata.org/entity/Q14947546
10.35537/10915/20767,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80719932,http://www.wikidata.org/entity/Q19068212
10.35537/10915/31868,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80716715,http://www.wikidata.org/entity/Q6937225
10.35537/10915/29366,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80719463,http://www.wikidata.org/entity/Q6937225
10.35537/10915/34516,http://creativecommons.org/licenses/by-nd/2.5/ar/,,,,Q80719474,http://www.wikidata.org/entity/Q18810338
10.35537/10915/34838,http://creativecommons.org/licenses/by-nd/2.5/ar/,,,,Q80715654,http://www.wikidata.org/entity/Q18810338
10.35537/10915/46496,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80719119,http://www.wikidata.org/entity/Q36795408
10.35537/10915/25091,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80716962,http://www.wikidata.org/entity/Q19068212
10.35537/10915/31601,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80717255,http://www.wikidata.org/entity/Q6937225
10.35537/10915/68789,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80717454,http://www.wikidata.org/entity/Q24082749
10.35537/10915/31895,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715347,http://www.wikidata.org/entity/Q14947546
10.35537/10915/46247,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80717839,http://www.wikidata.org/entity/Q24082749
10.35537/10915/30485,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80717708,http://www.wikidata.org/entity/Q6937225
10.35537/10915/63705,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80718367,http://www.wikidata.org/entity/Q36795408
10.35537/10915/21584,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80716823,http://www.wikidata.org/entity/Q6937225
10.35537/10915/49448,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80719518,http://www.wikidata.org/entity/Q24082749
10.35537/10915/57558,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80717171,http://www.wikidata.org/entity/Q24082749
10.35537/10915/77412,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80716795,http://www.wikidata.org/entity/Q24082749
10.35537/10915/50306,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80717767,http://www.wikidata.org/entity/Q20007257
10.35537/10915/68804,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80716596,http://www.wikidata.org/entity/Q20007257
10.35537/10915/49222,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80717980,http://www.wikidata.org/entity/Q24082749
10.35537/10915/3464,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80717956,http://www.wikidata.org/entity/Q14947546
10.35537/10915/3311,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715382,http://www.wikidata.org/entity/Q14947546
10.35537/10915/53691,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80718009,http://www.wikidata.org/entity/Q20007257
10.35537/10915/77957,http://creativecommons.org/licenses/by-nc-sa/4.0/,Q42553662,,,Q80716613,http://www.wikidata.org/entity/Q42553662
10.35537/10915/4147,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80717206,http://www.wikidata.org/entity/Q19068212
10.35537/10915/42638,http://creativecommons.org/licenses/by-nd/2.5/ar/,,,,Q80718594,http://www.wikidata.org/entity/Q18810338
10.35537/10915/67498,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718484,http://www.wikidata.org/entity/Q24082749
10.35537/10915/3106,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80715213,http://www.wikidata.org/entity/Q6937225
10.35537/10915/31900,http://creativecommons.org/licenses/by-nc-nd/3.0/,Q19125045,,,Q80715354,http://www.wikidata.org/entity/Q19125045
10.35537/10915/75646,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80718409,http://www.wikidata.org/entity/Q36795408
10.35537/10915/50419,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718340,http://www.wikidata.org/entity/Q24082749
10.35537/10915/34212,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715618,http://www.wikidata.org/entity/Q14947546
10.35537/10915/40876,http://creativecommons.org/licenses/by-nc-nd/3.0/,Q19125045,,,Q80719655,http://www.wikidata.org/entity/Q19125045
10.35537/10915/32313,http://creativecommons.org/licenses/by/2.5/ar/,Q75491630,,,Q80717558,http://www.wikidata.org/entity/Q75491630
10.35537/10915/68075,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80716408,http://www.wikidata.org/entity/Q24082749
10.35537/10915/70958,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80717527,http://www.wikidata.org/entity/Q20007257
10.35537/10915/49806,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80716257,http://www.wikidata.org/entity/Q36795408
10.35537/10915/29001,http://creativecommons.org/licenses/by-nc/3.0/,Q18810331,,,Q80716624,http://www.wikidata.org/entity/Q18810331
10.35537/10915/4199,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80717249,http://www.wikidata.org/entity/Q20007257
10.35537/10915/3335,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715490,http://www.wikidata.org/entity/Q14947546
10.35537/10915/3320,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715423,http://www.wikidata.org/entity/Q14947546
10.35537/10915/39509,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80718307,http://www.wikidata.org/entity/Q6937225
10.35537/10915/3465,http://creativecommons.org/licenses/by-nc-nd/3.0/,Q19125045,,,Q80717922,http://www.wikidata.org/entity/Q6937225
10.35537/10915/24668,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80717632,http://www.wikidata.org/entity/Q19068212
10.35537/10915/52141,http://creativecommons.org/licenses/by-nc-sa/4.0/,Q42553662,,,Q80717628,http://www.wikidata.org/entity/Q42553662
10.35537/10915/50124,http://creativecommons.org/licenses/by-nd/4.0/,Q36795408,,,Q80718939,http://www.wikidata.org/entity/Q36795408
10.35537/10915/60558,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80717788,http://www.wikidata.org/entity/Q24082749
10.35537/10915/48176,http://creativecommons.org/licenses/by-sa/4.0/,Q18199165,,,Q80717356,http://www.wikidata.org/entity/Q18199165
10.35537/10915/31877,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,,,,Q80716725,http://www.wikidata.org/entity/Q6937225
10.35537/10915/4077,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80717078,http://www.wikidata.org/entity/Q19068212
10.35537/10915/2104,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80719430,http://www.wikidata.org/entity/Q20007257
10.35537/10915/39351,http://creativecommons.org/licenses/by-nc-sa/2.5/ar/,,,,Q80717957,http://www.wikidata.org/entity/Q19068212
10.35537/10915/32058,http://creativecommons.org/licenses/by/3.0/,Q14947546,,,Q80715360,http://www.wikidata.org/entity/Q14947546
10.35537/10915/61686,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80717518,http://www.wikidata.org/entity/Q20007257
10.35537/10915/59649,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80719691,http://www.wikidata.org/entity/Q24082749
10.35537/10915/2733,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80713563,http://www.wikidata.org/entity/Q24082749
10.35537/10915/45720,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718933,http://www.wikidata.org/entity/Q6937225
10.35537/10915/4192,http://creativecommons.org/licenses/by/4.0/,Q20007257,,,Q80717240,http://www.wikidata.org/entity/Q20007257
10.35537/10915/70512,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80718165,http://www.wikidata.org/entity/Q24082749
10.35537/10915/59300,http://creativecommons.org/licenses/by-nc-nd/4.0/,Q24082749,,,Q80719541,http://www.wikidata.org/entity/Q24082749
