qid,title
Q74286885,"A Phase II Randomized Trial of Radium-223 Dichloride, M3814, &Amp; Avelumab in Advanced Metastatic Castrate-Resistant Prostate Cancer (mCRPC)"
Q74321450,Search for the decay K(L) --> pi(0)&mgr;(+)&mgr;(-)
Q74313197,The allyl complex di-&mgr;-chloro-bis
Q74585417,Molecular interactomes: Network-guided cancer prognosis prediction &amp; multi-way chromatin interaction analysis
Q74665564,Monoamines and the isolated auricle of sepia officinalis: are there &bgr;-like receptors in the heart of a cephalopod?
Q74832562,"(Et(4)N)(2)[(Mo(2)O(2)Se(6))(0.20)(Mo(2)O(2)Se(7))(0.18)(Mo(2)O(2)Se(8))(0.62)], a New Dimeric Molybdenum Polyselenide Containing a [Mo(2)O(2)(&mgr;-Se)(2)] Core"
Q74832338,[Pt(2)Cl(2)(&mgr;(2)-O(2))(2)([9]aneN(3))(2)]Cl(2): A Novel Platinum(IV) Dimer with Two Bridging Peroxo Ligands that Provides Insight into the Mechanism of Aerial Oxidation of Platinum(II)
Q74831312,An Unusual Ligand Oxidation by a (&mgr;-eta(2):eta(2)-Peroxo)dicopper Compound: 1 degrees > 3 degrees C-H Bond Selectivity and a Novel Bis(&mgr;-alkylperoxo)dicopper Intermediate
Q74820465,Bis[(&mgr;-chloro)copper(II)] Amethyrin: A Bimetallic Copper(II) Complex of an Expanded Porphyrin
Q74833593,"Cyclic Hydroborate Complexes of Metallocenes. IV. Weak Unsupported Single Hydrogen Bridges in Cp(2)Zr{(&mgr;-H)B(X)CH(2)Ph}{(&mgr;-H)(2)BX} (X = C(5)H(10), C(4)H(8))"
Q74820577,"Et(4)N[Mo(2)O(2)S(2)(&mgr;-O(2)CCF(3))(S(2)P(OEt)(2))(2)], the First Six-Coordinate [Mo(2)O(2)(&mgr;-S)(2)L(2)] Complex (L = Bidentate Sulfido Ligands)"
Q74831716,"First Examples of Dinickel Complexes Containing the N(3)Ni(&mgr;(2)-SR)(3)NiN(3) Core. Synthesis and Crystal Structures of [L(2)Ni(2)][BPh(4)](2) and [L(3)Ni(2)][BPh(4)](2) (L = 2,6-Di(aminomethyl)-4-tert-butyl-thiophenolate)"
Q74820728,"Magnetic Susceptibility Trends in Oxo-Bridged, Dinuclear Chromium(III) Complexes. Crystal Structure of [(tmpa)Cr(&mgr;-O)(&mgr;-CO(3))Cr(tmpa)](ClO(4))(2).2H(2)O"
Q74830006,Magnetic Susceptibility and EPR Spectra of (&mgr;-Hydroxo)bis[pentaamminechromium(III)] Chloride Monohydrate
Q74829555,Metal-Purine Interactions: Homo- and Heterodinuclear Platinum(II) and/or Palladium(II) Complexes of 8-Thiotheophylline. Crystal Structures of [Pt(&mgr;-TT)(dppm)](2).2DMSO and [(dppm)Pt(&mgr;-TT)(2)Pd(dppm)].7H(2)O
Q74834285,Novel Three-Dimensional Cage Assembly of a &mgr;(4)-Carbonato-Bridged Cobalt(II) Compound [Co(2)(bpm)(H(2)O)(2)(CO(3))(OH)]NO(3).4H(2)O
Q74820097,"Preparation, Crystal Structures, and Isomerization of the Tellurium Diimide Dimers RNTe(&mgr;-NR')(2)TeNR (R = R' = (t)Bu; R = PPh(2)NSiMe(3), R' = (t)Bu, (t)Oct): X-ray Structure of the Telluradiazole Dimer [(t)Bu(2)C(6)H(2)N(2)Te](2)"
Q74830523,"Synthesis, Structure, and Magnetic Properties of Low-Valent Triangulo Cobalt-Hydride Clusters [XCo(3)(&mgr;-CO)(3)(PMe(3))(6)]"
Q74830571,Synthesis and Properties of IrRe(2)(&mgr;-H)(2)(CO)(9)(eta(5)-C(9)H(7))
Q74830574,"Synthesis of a &mgr;,eta(2)-Disulfide-Bridged Hexanuclear Ru(II)-Na Cluster Formed from the Reductive Coupling of a &mgr;,eta(1)-Disulfide-Bridged Dinuclear Ru(III) Complex"
Q74830593,"Synthesis, Molecular Structure, and Reactivity of the Tetranuclear Complex [NBu(4)](2)[Pd(4)(&mgr;-PPh(2))(2)(&mgr;-Cl)(4)(C(6)F(5))(4)]. Molecular Structure of [Pd(2)(&mgr;-PPh(2))(C(6)F(5))(2)(bipy)(2)]ClO(4).C(6)H(14)"
Q74832080,"Synthesis and Characterization of New Symmetrical Binucleating Ligands and Their &mgr;-Phenoxo-Bridged Bicopper(II) Complexes: Structural, Electrochemical, and Magnetic Studies"
Q74834590,Synthesis and Structures of Solvated Monoclusters and Bridged Di- and Triclusters Based on the Cubic Building Block [Re(6)(&mgr;(3)-Se)(8)](2+)
Q74834661,"Synthesis, Structure, and Magnetic Properties of (n-Bu(4)N)(2)[{Ni(MeOH)(2)}(2){Mo(NO)}(2)(&mgr;(3)-OH)(2)(&mgr;-OMe)(4){Mo(5)O(13)(OMe)(4)(NO)}(2)], a New Type of Polyoxometalate Incorporating a Rhomb-like Cluster"
Q74831292,X-ray Structure and Raman Spectrum of [Ti(4)(&mgr;(3)-O)(2)(&mgr;(2)-O(i)()Pr)(2)(O(i)()Pr)(8)(acac)(2)]: Presence of a Ti(4)(&mgr;(3)-O)(2)(&mgr;(2)-O(i)()Pr)(2) Ladder-like Core
Q78233602,A Theoretical Investigation of the Renner Interactions and Magnetic Dipole Transitions in the Ã-&Xtilde; Electronic Band System of HO(2)
Q78247267,Effects of exogenous 17(&bgr;)-estradiol on the reproductive physiology and reproductive performance of european starlings (Sturnus vulgaris)
Q79144495,Altarpiece Section: St. George &amp; Dragon
Q21716274,&quot;Portrait of a Young Woman&quot;
Q21716888,&quot;Portrait of a Young Woman&quot;
Q21727710,&quot;Portrait of a Young Woman&quot;
Q27966204,&quot;Portrait of a Young Woman&quot;
Q27974895,&quot;Portrait of I.I. Volkov with the the Order of St. Catherine&quot;
Q27971044,Icon &quot;The Miracle of St. George and the Dragon&quot;
Q28070052,Association between SLCO1B1 -521T&gt;C and -388A&gt;G polymorphisms and risk of statin-induced adverse drug reactions: A meta-analysis
Q28319533,Effect of Long-Term Isolation of the Rat on &lt;i&gt;in vitro &lt;/i&gt;Biosynthesis of Gonadal Steroids from Dehydroepiandrosterone
Q28303966,"Influence on Blood Pressure of Renal Isografts between Spontaneously Hypertensive and Normotensive Rats, Utilizing the F&lt;sub&gt;1&lt;/sub&gt; Hybrids"
Q28386810,Steps to a sustainable public health surveillance enterprise &mdash; a commentary from the international society for disease surveillance
Q29614755,A novel slow (&lt; 1 Hz) oscillation of neocortical neurons in vivo: depolarizing and hyperpolarizing components
Q30853501,Repurposed drugs targeting eIF2&alpha;-P-mediated translational repression prevent neurodegeneration in mice
Q30888599,"Development of a water-soluble, sulfated (1--&gt;3)-beta-D-glucan biological response modifier derived from Saccharomyces cerevisiae"
Q34267429,Localization of the human sex hormone-binding globulin gene (SHBG) to the short arm of chromosome 17 (17p12&rarr;p13)
Q34267429,Localization of the human sex hormone-binding globulin gene (SHBG) to the short arm of chromosome 17 (17p12&rarr;p13)
Q34292706,Human PGM 2 (E. C. 2.7.5.1) mapped to 4pter&rarr;4q25
Q34426514,Assignment of PTK7 encoding a receptor protein tyrosine kinase-like molecule to human chromosome 6p21.1&rarr;p12.2 by fluorescence in situ hybridization
Q34720437,Effects of low-level &alpha;-myosin heavy chain expression on contractile kinetics in porcine myocardium
Q39304148,Effect of centazolone on biogenic amine levels in rat brain &amp; liver
Q39292201,Pharmacokinetic Differences between Single and Multiple Oral Dosing with the Guidance for &lt;i&gt;&amp;beta;&lt;/i&gt;-Adrenoceptor Blockade Assessment
Q39331636,Effect of Infection with &lt;i&gt;Trichinella spiralis&lt;/i&gt; and BCG on Thymic Histology
Q39591449,Bleomycin induced changes in lungs &amp; lymph nodes of guineapigs
Q39563392,Group-Specific Component (Gc) &amp;lsquo;Subtypes&amp;rsquo; of Gc1 by Isoelectric Focusing in US Blacks and Whites
Q39633598,Bone Growth aud Development of Secondary Ossification Centers of Extremities in the Cynomolgus Monkey (&lt;I&gt;Macaca fascicularis&lt;/I&gt;)
Q39628417,Effect of testosterone propionate on electrical activity of brain in intact &amp; gonadectomized rhesus monkeys
Q39613755,Effects of phenylglyoxal on growth &amp; sporulation of Bacillus cereus T
Q39655196,Carbonic anhydrase of human endometrium: biochemical &amp; clinical aspects
Q39782242,Effects of Tetrahydropapaveroline on Dopamine and 5-Hydroxytryptamine Metabolism in Rat Brain &lt;i&gt;in vivo&lt;/i&gt;
Q39792212,Surveillance of Down&amp;rsquo;s Syndrome as a Paradigm of Population Monitoring
Q39828361,Down&amp;rsquo;s Syndrome: Chromosome Analysis of 362 Cases in Hungary
