mapped_to,repository
nam,https://github.com/AmrMKayid/nam
nanalysis,https://github.com/mwstrand/numerical-analysis
nanite,https://github.com/AFM-analysis/nanite
nano,https://github.com/kaleissin/django-nano
NanoComp,https://github.com/wdecoster/NanoComp
NanoCount,https://github.com/a-slide/NanoCount
NanoFilt,https://github.com/wdecoster/nanofilt
NanoLyse,https://github.com/wdecoster/nanolyse
nanomonsv,https://github.com/friend1ws/nanomonsv
NanoPlot,https://github.com/wdecoster/NanoPlot
nanoraw,https://github.com/marcus1487/nanoraw
NanoSim-H,https://github.com/karel-brinda/nanosim-h
nanosimpy,https://github.com/dwaithe/nanosimpy
NanoStat,https://github.com/wdecoster/nanostat
NanoSV,https://github.com/mroosmalen/nanosv
nap,https://github.com/kimmobrunfeldt/nap
narrative,https://github.com/prosegrinder/python-narrative
nasp,https://github.com/TGenNorth/nasp
nass,https://github.com/nickfrostatx/nass
nat,https://github.com/BlueBrain/nat
natura,https://github.com/kootenpv/natura
natural,https://github.com/tehmaze/natural
natusfera,https://github.com/pynomaly/natusfera
nav,https://github.com/jmagnusson/nav
navi,https://github.com/leosampaio/navi-framework
navigation,https://github.com/idin/navigation
Navigator,https://github.com/Andytom/navigator
navis,https://github.com/navis-org/navis
nb,https://github.com/canpolat/nb
nbconvert,https://github.com/jupyter/nbconvert
nbdev,https://github.com/fastai/nbdev
nbgrader,https://github.com/jupyter/nbgrader
nbib,https://github.com/holub008/nbib
NBSVM,https://github.com/Joshua-Chin/nbsvm
NBT,http://github.com/twoolie/NBT
ncbi-genome-download,https://github.com/kblin/ncbi-genome-download
ncbitax2lin,https://github.com/zyxue/ncbitax2lin
NCGR,https://github.com/adirkson/sea-ice-timing
ncompress,https://github.com/valgur/ncompress
nCoV,https://github.com/EthanGeekFan/nCoV
nd,https://github.com/jnhansen/nd
nd2,https://github.com/tlambert03/nd2
nd2reader,https://github.com/rbnvrw/nd2reader
ndd,https://github.com/simomarsili/ndd
ndl,https://github.com/msull/needle
ndlib,https://github.com/GiulioRossetti/ndlib
ndmg,https://github.com/neurodata/ndmg
neato,https://github.com/sephpace/neato
needle,https://github.com/python-needle/needle
neighborhood,https://github.com/keithfma/neighborhood
neighbors,http://github.com/cosanlab/neighbors
Neil,https://github.com/juhosa/neil
neldermead,https://github.com/nmasahiro/neldermead
nelpy,https://github.com/nelpy/nelpy
nem,https://github.com/theskorm/nemweb2
NEMO,https://github.com/usnistgov/NEMO
NEMtropy,https://github.com/nicoloval/NEMtropy
neo4j,https://github.com/neo4j/neo4j-python-driver
neoepiscope,http://github.com/ohsu-comp-bio/neoepiscope
neon,https://github.com/yoichi-hiromoto/neon
nescience,https://github.com/rleiva/nescience
nestly,https://github.com/fhcrc/nestly
NESTML,https://github.com/nest/nestml
netcat,https://github.com/cytopia/netcat
netcdf,https://github.com/gersolar/netcdf
NetComp,https://github.com/peterewills/NetComp
netgen,https://github.com/nlm/netgen
netizens,https://github.com/donbc/python-netizens
netlib,http://github.com/mitmproxy/netlib
NetLSD,http://github.com/xgfs/netlsd
netneurotools,https://github.com/netneurolab/netneurotools
Neto,https://github.com/elevenpaths/neto
netplot,https://github.com/Spratiher9/Netplot
netrd,https://github.com/netsiphd/netrd
netron,https://github.com/lutzroeder/netron
nets,https://github.com/arthurdjn/nets
nettools,https://github.com/BioTheWolff/NetworkUtilities
NetView,https://github.com/danielgiampaolo/CIS4930_Python
networking,https://github.com/eth2-networks/networking
networks,https://github.com/sharnam19/Networks
networkx,https://github.com/networkx/networkx
netzwerk,https://github.com/NoelKaczmarek/P2P
Neu,https://github.com/Woooooody/Neu
NeuNorm,https://github.com/ornlneutronimaging/NeuNorm
neuprint-python,https://github.com/connectome-neuprint/neuprint-python
neural,https://github.com/pqn/neural
neuralcoref,https://github.com/huggingface/neuralcoref
neuralnet,https://github.com/justanhduc/neuralnet
neurite,https://github.com/adalca/neurite
neuroCombat,https://github.com/Jfortin1/neuroCombat
neurodata,https://github.com/doerlbh/neurodata
neurodocker,https://github.com/repronim/neurodocker
neurofinder,https://github.com/freeman-lab/neurofinder-python
neuroglancer,https://github.com/google/neuroglancer
Neuroharmony,https://github.com/garciadias/Neuroharmony
neurokit2,https://github.com/neuropsychology/NeuroKit
neuromorpho,https://github.com/stephanmg/neuromorpho
NEURON,https://github.com/neuronsimulator/nrn
neuropythy,https://github.com/noahbenson/neuropythy
neuroquery,https://github.com/neuroquery/neuroquery
NeuroR,https://github.com/bluebrain/neuror
neurosynth,http://github.com/neurosynth/neurosynth
neurotic,https://github.com/jpgill86/neurotic
neurox,https://github.com/fdalvi/NeuroX
neutcurve,https://github.com/jbloomlab/neutcurve
nevada,https://github.com/taegyumin/python_nevada
newick,https://github.com/dlce-eva/python-newick
next,https://github.com/dheerajmpai/saenews
nextflow,https://github.com/goodwright/nextflow.py
nexus,https://github.com/disqus/nexus
nf,https://github.com/NIC-MichalLabedzki/nf
nf-core,https://github.com/nf-core/tools
NFSim,https://github.com/salnat/NFSim
ng,https://github.com/cls1991/ng
ngCGH,http://github.com/seandavi/ngCGH
ngen,https://github.com/anthonyalmarza/ngen
nglview,https://github.com/arose/nglview
ngmaster,https://github.com/MDU-PHL/ngmaster
ngoci,https://github.com/numengo/python-ngoci
ngram,https://github.com/gpoulter/python-ngram
ngrok,https://github.com/OpenIoTHub/ngrok
NGSpeciesID,https://github.com/ksahlin/NGSpeciesID
ngs-tools,https://github.com/Lioscro/ngs-tools
ni,https://github.com/ojengwa/ni
nibble,https://github.com/gebn/nibble
Nielsen,https://github.com/IrishPrime/nielsen
Nika,https://github.com/bekkazy-k/Nika
NiMARE,https://github.com/neurostuff/NiMARE
nippy,https://github.com/thorwhalen/ut
nisnap,https://github.com/xgrg/nisnap
nj,https://github.com/thorwhalen/ut
NL4Py,https://github.com/chathika/NL4Py
nlex,https://github.com/alimpfard/nlp-lex
nlopt,https://github.com/DanielBok/nlopt-python
nlp,https://github.com/huggingface/nlp
nlplab,https://github.com/uaca/deepy
nls,https://github.com/daskol/nls
nlsic,https://github.com/sgsokol/nlsic_py
nltk,https://github.com/nltk/nltk
nma,https://github.com/jrodal98/nma
nmap,https://github.com/antonagestam/nmap
nmf,https://github.com/duhaime/nmf
NMRPyStar,https://github.com/mattfenwick/NMRPyStar
nmrquant,https://github.com/llegregam/NmrQuant
nmrstarlib,https://github.com/MoseleyBioinformaticsLab/nmrstarlib
nmslib,https://github.com/nmslib/nmslib
nn,https://github.com/marella/nn
nnlo,https://github.com/chnzhangrui/NNLO
NNS,https://github.com/OVVO-Financial/NNS-Python
NoAho,https://github.com/JDonner/NoAho
nocloud,https://github.com/lungj/nocloud
node,http://github.com/conestack/node
NodeEngine,https://github.com/KodeyCode/reponame
nodejs,https://github.com/markfinger/python-nodejs
Noh,https://github.com/ktnyt/Noh
noise,https://github.com/caseman/noise
noisereduce,https://github.com/timsainb/noisereduce
noisifier,https://github.com/akakream/noisifier
nolds,https://github.com/CSchoel/nolds
nolearn,https://github.com/dnouri/nolearn
nom,https://github.com/frnsys/nom
nomad,http://github.com/piranha/nomad
nonconformist,https://github.com/donlnz/nonconformist
none,https://github.com/spack971/none
Noodles,https://github.com/NLeSC/noodles
noop,https://github.com/balkian/noop
nopo,https://github.com/DingJunyao/nopo
normalise,https://github.com/EFord36/normalise
normalization,http://github.com/dchang16/text_normalization
Nortek,https://github.com/petebachant/Nortek-Python
northstar,https://github.com/northstaratlas/northstar
Novelty,https://github.com/Fuzen-py/Novelty
nowcast,https://github.com/fl16180/nowcast
np,https://github.com/k7hoven/np
nPhase,https://https://github.com/OmarOakheart/nPhase
npm,https://github.com/markfinger/python-npm
nproc,https://github.com/ZhaoRichard/nproc
NPSO,https://github.com/zasexton/PyPso
npTDMS,https://github.com/adamreeve/npTDMS
npx,https://github.com/nschloe/npx
npy2bdv,https://github.com/nvladimus/npy2bdv
nPYc,https://github.com/phenomecentre/npyc-toolbox
NRCLex,https://github.com/metalcorebear/NRCLex
ns,http://github.com/tswicegood/ns.py
nsim,http://github.com/mattja/nsim
nslookup,https://github.com/wesinator/pynslookup
nstruct,http://github.com/hubo1016/namedstruct
nta,https://github.com/HwangWonYo/naver_talk_sdk
ntplib,https://github.com/cf-natali/ntplib
NucDetect,https://github.com/SilMon/NucDetect
NucDiff,https://github.com/uio-cels/NucDiff
nuclear,https://github.com/igrek51/nuclear
NucleoATAC,https://github.com/GreenleafLab/NucleoATAC
nucleotide,https://github.com/dmilos/nucleotide
nucml,https://github.com/pedrojrv/nucml
numdifftools,https://github.com/pbrod/numdifftools
numerus,https://github.com/samirelanduk/numerus
numexpr,https://github.com/pydata/numexpr
numpy,https://github.com/numpy/numpy
Nuna,https://github.com/pl-Steve28-lq/PyNuna
NURBS-Python,https://github.com/orbingol/NURBS-Python
nut,https://github.com/vietjtnguyen/nut
nutcracker,https://github.com/blooperz/nutcracker
nutmeg,https://github.com/Who8MyLunch/NutMeg
nvidia-smi,https://github.com/cnheider/yeet
nvprof,https://github.com/rossumai/nvprof-tools
NVR,https://github.com/KenLauLab/NVR
nw,https://github.com/thorwhalen/ut
nwbindexer,https://github.com/jeffteeters/nwbindexer
NYPL,https://github.com/susinmotion/NYPL
o,https://github.com/Kreusada/Operators
Oak,http://github.com/marc0s/oak
OAM,https://github.com/oam/oam
OATS,https://github.com/leinfirmier/OATS
oauth2,http://github.com/joestump/python-oauth2
oBIX,https://github.com/IUpdatable/oBIX
objective,https://github.com/diefans/objective
oboe,https://github.com/udellgroup/oboe
obonet,https://github.com/dhimmel/obonet
obp,https://github.com/st-tech/zr-obp
obs,https://github.com/getsentry/obs
observable,https://github.com/timofurrer/observable
Observations,https://github.com/edwardlib/observations
Obsidian,https://github.com/amoblin/Obsidian
obspyDMT,https://github.com/kasra-hosseini/obspyDMT
oc,https://github.com/peaqe/oc
OCAT,https://github.com/bowang-lab/OCAT
OCBO,https://github.com/zhaofeng-shu33/OCBO
occ,http://github.com/bunchc/octvia_chicken_checker
OceanColor,https://github.com/castelao/OceanColor
ochre,https://github.com/getcuia/ochre
oct2py,http://github.com/blink1073/oct2py
Octagon,https://github.com/Cloud11665/octagon
octconv,https://github.com/braincreators/octconv
OctoPrint,https://github.com/OctoPrint/OctoPrint
octopus,https://github.com/pventuzelo/octopus
OData,https://github.com/odatapy/odata
odds,https://github.com/jogrundy/od_dist
ode,https://github.com/bierschenk/ode
odin,https://github.com/python-odin/odin
odML,https://github.com/G-Node/python-odml
odyssey,https://github.com/python-odyssey/odyssey
oem,https://github.com/bradsease/oem
of,https://github.com/OptimalBPM/of
offspring,https://github.com/borgstrom/offspring
oga,https://github.com/numberoverzero/oga
ogc,https://github.com/battlemidget/ogc
ogr,https://github.com/packit/ogr
OGRe,https://github.com/dmtucker/ogre
OIPA,https://github.com/catalpainternational/oipa
okta,https://github.com/okta/okta-sdk-python
olga,https://github.com/zsethna/OLGA
oligo,https://github.com/hectorespert/python-oligo
oly,https://github.com/glikaj/oly
olympus,https://github.com/galiboo/olympus
om,http://github.com/overseer-monitoring/om
omadb,https://github.com/DessimozLab/pyomadb
omamer,https://github.com/DessimozLab/omamer
OMB,http://github.com/smcquay/omb
omc,https://github.com/linewx/omc
omdb,https://github.com/dgilland/omdb.py
omeClust,http://github.com/omicsEye/omeClust
omega,https://github.com/tulip-control/omega
omero-py,https://github.com/ome/omero-py
omics,https://github.com/choyichen/omics
OmicsIntegrator,https://github.com/fraenkel-lab/OmicsIntegrator2
OmicsTools,https://github.com/fraenkel-lab/OmicsTools
omim,https://github.com/suqingdong/omim
OMM,https://github.com/hiroaki-yamamoto/omm
omni,https://github.com/aperezdc/omni
omnibus,https://github.com/wrmsr/omnibus
omnic,https://github.com/michaelpb/omnic
omnilog,https://github.com/sandboxwebs/omnilog
omnipath,https://github.com/saezlab/omnipath
Omnis,https://github.com/omnis-labs-company/omnis
on,https://github.com/i2mint/on
onager,https://github.com/camall3n/onager
ONAP,https://github.com/willingnesshxl/OpenGraph
Oncilla,https://github.com/KelSolaar/Oncilla
one,https://github.com/mgaitan/one
onecodex,https://github.com/onecodex/onecodex
onemap,https://github.com/ruiwen/onemap
OneShot,https://github.com/joelfrederico/OneShot
oneway,https://github.com/green-latte/oneway
only,https://github.com/andrewp-as-is/only.py
onnx,https://github.com/onnx/onnx
ontoviz,https://github.com/WWU-AMM/ontoviz
opam,https://github.com/rpotter12/opam
opcsim,https://github.com/dhhagan/opcsim
open3d,https://github.com/isl-org/Open3D
open3SPN2,https://github.com/cabb99/open3spn2
opencage,https://github.com/OpenCageData/python-opencage-geocoder
OpenCC,https://github.com/BYVoid/OpenCC
opencv-contrib-python,https://github.com/skvark/opencv-python
opencv-python,https://github.com/skvark/opencv-python
opener,http://github.com/arsho/opener
OpenHands,https://github.com/AI4Bharat/OpenHands
openmm,https://github.com/rmcgibbo/openmm-cmd
openms,https://github.com/openmanuscript/openmanuscript
OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py
OpenNN,https://github.com/Artelnics/opennn
openrouteservice,https://github.com/GIScience/openrouteservice-py
opensmile,https://github.com/audeering/opensmile-python
openstreetmap,https://github.com/Mywayking/openstreetmap
opentree,https://github.com/OpenTreeOfLife/python-opentree
openTSNE,https://github.com/pavlin-policar/openTSNE
Operon,https://github.com/djf604/operon
opossum,https://github.com/jgitr/opossum
ops,https://github.com/canonical/operator
opti,https://github.com/codingcup04/python_opti
optical,https://github.com/hashtagml/optical
optics,http://github.com/remy1618/optics
optim,https://github.com/yngtodd/optim
optimade,https://github.com/Materials-Consortia/optimade-python-tools
optimal,https://github.com/JustinLovinger/Optimal
optimix,https://github.com/limix/optimix
Optimus,https://github.com/sveetch/Optimus
optional,https://github.com/alex----/optional
optlang,https://github.com/opencobra/optlang
opus,https://github.com/svartalf/python-opus
opx,https://github.com/open-switch/tools_opx-py
ora,https://github.com/alexhsamuel/ora
orb,https://github.com/podados/python-orb
orbita,https://github.com/pollen-robotics/orbita
orbkit,https://github.com/orbkit/orbkit
orca,https://github.com/udst/orca
orco,http://github.com/spirali/orco
order,https://github.com/riga/order
ordinal,https://github.com/tusharsadhwani/ordinal
orffinder,https://github.com/Chokyotager/ORFFinder
orfipy,https://github.com/urmi-21/orfipy
Origami,https://github.com/numberoverzero/origami
orm,https://github.com/encode/orm
Orpheus,https://github.com/pypa/sampleproject
orthofisher,https://github.com/JLSteenwyk/orthofisher
OSCAAR,https://github.com/OSCAAR/OSCAAR
osf,https://github.com/luto/osf.py
osmnx,https://github.com/gboeing/osmnx
osrm,https://github.com/ustroetz/python-osrm
OSVM,https://github.com/ChristelJunco/THESIS-Junco-Sampiano
otc,https://github.com/nthparty/otc
other,https://github.com/aclark4life/other
OTSun,https://github.com/bielcardona/OTSun
out,https://github.com/mixmastamyk/out
outbreaker,https://github.com/mattravenhall/outbreaker
outer,https://github.com/memorylorry/outer
outfit,https://github.com/AdilZouitine/Outfit
outlier,https://github.com/archongum/outlier
OUTLIERS,https://github.com/user/reponame
overlap,https://github.com/severinstrobl/overlap
Overseer,http://github.com/disqus/overseer
ovr,https://github.com/cmbruns/pyovr
Owl,https://github.com/merry-bits/Owl
oxford,https://github.com/irjudson/oxford
oxygen,https://github.com/ahlfors/oxygen
Oz,http://github.com/dailymuse/oz
p,https://github.com/dropseed/p
p0f,https://github.com/ojarva/p0f3-api-py
p2,https://github.com/keitheis/p2
p2p,http://github.com/newsapps/p2p-python
p4,https://github.com/benweedon/p4
p4d,https://github.com/ibrewster/p4d
p5.py,https://github.com/jonay2000/p5.py
PACE,https://github.com/Dispersive-Hydrodynamics-Lab/PACE
pachinko,https://github.com/datavaluepeople/pachinko
Pacific,https://github.com/avanov/Pacific
packager,https://github.com/packager/packager
packcircles,https://github.com/mhtchan/packcircles
packer,http://github.com/kalail/packer
packrat,https://github.com/morganwahl/packrat
pacman,https://github.com/cjw296/pacman
paco,https://github.com/h2non/paco
pacpy,https://github.com/voytekresearch/pacpy
pactools,http://github.com/pactools/pactools
pad,http://github.com/lishnih/pad
padl,https://github.com/lf1-io/padl
pair,https://github.com/knyte/pair
pairdist,https://github.com/clusterfunc/pairdist
paired,https://github.com/ajnisbet/paired
pairfinder,https://github.com/parallel/pairfinder
pairsnp,https://github.com/gtonkinhill/pairsnp
pairtools,https://github.com/mirnylab/pairtools
pairwise,https://github.com/davefol/pairwise
pako,https://github.com/MycroftAI/pako
PAL2,https://github.com/jellis18/PAL2
paleomix,https://github.com/MikkelSchubert/paleomix
palm,https://github.com/palmetto/palm-cli
palmer,https://github.com/redice-inc/palmer
pampro,https://github.com/MRC-Epid/pampro
Panacea,https://github.com/jmg/Panacea
Panda3D,https://github.com/panda3d/panda3d
pandas,https://github.com/pandas-dev/pandas
pandas-profiling,https://github.com/pandas-profiling/pandas-profiling
pandastable,https://github.com/dmnfarrell/pandastable
pandoc-xnos,https://github.com/tomduck/pandoc-xnos
pandora,https://github.com/CNES/Pandora
panini,https://github.com/lwinterface/panini
panoply,https://github.com/jeremynac/panoply
panphlan,http://github.com/SegataLab/panphlan
panther,http://github.com/jmduke/panther
pantograph,https://github.com/adicu/pantograph
pantomime,http://github.com/alephdata/pantomime
papa,https://github.com/scottkmaxwell/papa
papaya,https://github.com/Polyconseil/papaya
paper,https://github.com/ActivKonnect/paper
paperscraper,https://github.com/PhosphorylatedRabbits/paperscraper
par,https://github.com/limodou/par
para,https://github.com/halfak/para
paragon,https://github.com/terror/paragon
paragraph,https://github.com/Othoz/paragraph
ParallelDots,https://github.com/ParallelDots/ParallelDots-Python-API
parallel-fastq-dump,https://github.com/rvalieris/parallel-fastq-dump
paramap,https://github.com/GrayTable/paramap
parameterized,https://github.com/wolever/parameterized
paramiko,https://github.com/paramiko/paramiko
paranoia,https://github.com/frank2/paranoia
pararead,https://github.com/databio/pararead
parasail,https://github.com/jeffdaily/parasail-python
parenclitic,https://github.com/mike-live/parenclitic
parenting,https://github.com/till-io/parenting
pareto,https://github.com/matthewjwoodruff/pareto.py
parfor,https://github.com/wimpomp/parfor
Parker,http://github.com/nefarioustim/parker
parmap,https://github.com/zeehio/parmap
parquet,https://github.com/jcrobak/parquet-python
PARS,https://github.com/JuliaGol/PARS
parse,https://github.com/r1chardj0n3s/parse
parsec,https://github.com/sighingnow/parsec.py
parser,https://github.com/tehmaze/parser
parsnip,https://github.com/kentfrazier/parsnip
particle,https://github.com/scikit-hep/particle
particles,http://github.com/nchopin/particles
partition,https://github.com/slxiao/partition
PartSeg,https://github.com/4DNucleome/PartSeg
pascal,https://github.com/qiqi/pascal
Pass,https://github.com/rimvaliulin/pass
Passbook,http://github.com/devartis/passbook
past,https://github.com/PythonCharmers/python-future
pasta,http://github.com/guanghetv/pasta
paster,https://github.com/crodjer/paster
patch,https://github.com/techtonik/python-patch
path,https://github.com/jaraco/path
PathCORE-T,https://github.com/greenelab/PathCORE-T
path-finder,https://github.com/hdsr-mid/path_finder
pathminer,https://github.com/mfitzp/pathminer
Pathomx,https://github.com/pathomx/pathomx
pathscan,https://github.com/dsoprea/PathScan
pats,https://github.com/bquinn/pats-api-python
patsy,https://github.com/pydata/patsy
patterns,http://github.com/Suor/patterns
pauvre,https://github.com/conchoecia/pauvre
Paved,https://github.com/eykd/paved
Paver,https://github.com/paver/paver
pb,http://github.com/zimeon/pb
pbc,https://github.com/DataMedSci/ProtonBeamComposer
PBC4cip,https://github.com/octavioloyola/PBC4cip
pbcommand,https://github.com/PacificBiosciences/pbcommand
pbd,https://github.com/rsc-dev/pbd
pbs,https://github.com/amoffat/pbs
pbxplore,https://github.com/pierrepo/PBxplore
pc,http://github.com/aht/pc.py
pca,https://github.com/erdogant/pca
PCA2,https://github.com/lukemshepherd/PCA2
pcalg,https://github.com/keiichishima/pcalg
pcapy,https://github.com/CoreSecurity/pcapy
pcc,https://github.com/Mondego/pcc
pccc,https://github.com/jeremyagray/pccc
pcd,https://github.com/petervaro/pcd
pce,https://github.com/giaccone/cogen_eval
pcf,https://github.com/capitalone/Particle-Cloud-Framework
pch,https://github.com/saxix/pre-commit-hooks
pchip,https://github.com/hech/domain-check
pciSeq,https://github.com/acycliq/pciSeq
PCIT,https://github.com/SamBurkart/pcit
pcl,https://github.com/orcatools/pcl
pcr,https://github.com/sfstpala/pcr
PCSE,http://github.com/ajwdewit/pcse
pct,https://github.com/perceptualrobots/pct
pd,https://github.com/MoserMichael/visual-python-strace
pda,https://github.com/keenhenry/pda
pdb2pqr,https://github.com/Electrostatics/pdb2pqr
pdb-eda,https://github.com/MoseleyBioinformaticsLab/pdb_eda
pdb-tools,https://github.com/haddocking/pdb-tools
pdc,https://github.com/sergiorb/pdc
pde,http://github.com/Nekroze/Python-DevEnv
pdf,https://github.com/idin/pdf
pdf2image,https://github.com/Belval/pdf2image
pdf2jpg,https://github.com/pankajr141/pdf2jpg
pdf2text,https://github.com/syllabs/pdf2text
pdfgen,https://github.com/shivanshs9/pdfgen-python
pdflatex,https://github.com/mbello/pdflatex
pdfmerge,https://github.com/metaist/pdfmerge
pdfminer,http://github.com/euske/pdfminer
pdftex,https://github.com/fvarno/PDFTex
pdftools,https://github.com/stlehmann/pdftools
pdftotext,https://github.com/jalan/pdftotext
PDielec,https://github.com/JohnKendrick/PDielec
pdl,https://github.com/zerotosingularity/pdl
pdoc,https://github.com/mitmproxy/pdoc
pdp,https://github.com/Egor-Krivov/pdp
PDPbox,https://github.com/SauceCat/PDPbox
pe,https://github.com/goodmami/pe
peakdet,https://github.com/physiopy/peakdet
pearl,http://github.com/pearl-core/pearl
pearsonr,https://github.com/rkhullar/pearsonr-pure-python
PEAS,https://github.com/phageghost/PEAS
Pebble,https://github.com/noxdafox/pebble
pecan,http://github.com/pecan/pecan
ped,https://github.com/sloria/ped
pedigree,https://github.com/jbaber/pedigree
pele,https://github.com/DavidMChan/pele
pelican,https://github.com/getpelican/pelican
penelope,https://github.com/pettarin/penelope
pengines,https://github.com/ian-andrich/PythonPengines
PennyLane,https://github.com/XanaduAI/pennylane
pepdata,https://github.com/openvax/pepdata
pepmatch,https://github.com/IEDB/PEPMatch
PEPPAN,https://github.com/zheminzhou/PEPPAN
Pepper,https://github.com/Devosoft/Pepper
PePr,https://github.com/shawnzhangyx/PePr
PeptideBuilder,https://github.com/clauswilke/PeptideBuilder
peptides,https://github.com/althonos/peptides.py
perceptron,https://github.com/rfguri/perceptron
peregrine,https://github.com/FlipperPA/peregrine
perestroika,https://github.com/newmediatech/perestroika
perform,http://github.com/BenDoan/perform
PerformanceAnalytics,https://github.com/justthetips/PerformanceAnalytics
pergola,http://github.com/cbcrg/pergola
perimeter,https://github.com/yunojuno/django-perimeter
permutation,https://github.com/jwodder/permutation
perseus,https://github.com/b0g3r/perseus
persian,https://github.com/rezakamalifard/Persian
Persistence,https://github.com/zopefoundation/Persistence
person,https://github.com/frnsys/person
pert,https://github.com/leliel12/pert
pescador,https://github.com/pescadores/pescador
pesel,https://github.com/jsporna/pypesel
pet,http://github.com/drake-jin/pi-email-transmission
petal,https://github.com/orf/petal
petl,https://github.com/petl-developers/petl
peyotl,https://github.com/OpenTreeOfLife/peyotl
pez,https://github.com/balanced/pez
pfa,https://github.com/mstoeckl/python-fast-autoformat
PFNET,https://github.com/ttinoco/PFNET
pfs,https://github.com/RDCH106/parallel_foreach_submodule
pftools,https://github.com/parflow/parflow
PFX,https://github.com/prashanth-up/PFX
pg,https://github.com/fogleman/pg
pgdb,https://github.com/KehaoWu/pgdb
PGH,https://github.com/nata79/pgh
pgi,https://github.com/lazka/pgi
pgls,https://github.com/codingjerk/pgls
pgmpy,https://github.com/pgmpy/pgmpy
pgplot,https://github.com/JSanders02/pgplot
pgui,https://github.com/Kolterdyx/PyGameUI
ph,https://github.com/pgdr/ph
phantom,https://github.com/bconstanzo/phantom
pharmd,https://github.com/ci-lab-cz/pharmd
phastSim,https://github.com/NicolaDM/phastSim
PhD,https://github.com/malramsay64/pip-phd
phe,https://github.com/n1analytics/python-paillier
PHEnix,https://github.com/phe-bioinformatics/PHEnix
phenodata,https://github.com/earthobservations/phenodata
PhenoGraph,https://github.com/dpeerlab/PhenoGraph
PheWeb,https://github.com/statgen/pheweb
phg,https://github.com/hvnsweeting/phg
phi,https://github.com/cgarciae/phi
philter-ucsf,https://github.com/BCHSI/philter-ucsf
PhiSpy,https://github.com/linsalrob/PhiSpy
phobos,https://github.com/granularai/phobos
phone,https://github.com/ls0f/phone
phonoLAMMPS,https://github.com/abelcarreras/phonolammps
photos,https://github.com/chbrown/photos-python
php,https://github.com/danielquinn/python-php
phpmyadmin,https://github.com/iBoneYard/phpmyadmin
phyllo,https://github.com/ethanjli/phyllo-python
phylofisher,https://github.com/TheBrownLab/PhyloFisher
phylogenetics,https://github.com/Zsailer/phylogenetics
phylogeny,https://github.com/Ad115/Phylogeny
phylonetwork,https://github.com/bielcardona/PhyloNetworks
PhyloPhlAn,http://github.com/biobakery/phylophlan
phylostan,https://github.com/4ment/phylostan
PhyloSuite,https://github.com/dongzhang0725/PhyloSuite
phylotoast,https://github.com/smdabdoub/phylotoast
phyphy,https://github.com/sjspielman/phyphy
phys,https://github.com/javierggt/phys
physarum,https://github.com/MNoichl/physarum
Physcraper,https://github.com/McTavishLab/physcraper
physics,https://github.com/pyTeens/physics
physionet,https://github.com/MIT-LCP/physionet-python
PhySpeTree,https://github.com/yangfangs/physpetools
phytools,https://github.com/kricki/phytools
PhytoSFDM,https://github.com/SEGGroup/PhytoSFDM
pi,https://github.com/chbrown/pi
pia,https://github.com/soasme/pia
piano,https://github.com/kjq/piano
PIC,https://github.com/DxqS/PIC
picardtools,https://github.com/anthony-aylward/picardtools
piccolo,https://github.com/piccolo-orm/piccolo
pick,https://github.com/wong2/pick
picker,https://github.com/dakrauth/picker
pickleshare,https://github.com/pickleshare/pickleshare
pickpocket,https://github.com/benjaminviart/PickPocket
picky,https://github.com/Simplistix/picky
pico,http://github.com/fergalwalsh/pico
picontrol,https://github.com/Lemmons/picontrol
PICor,https://github.com/MolecularBioinformatics/PICor
picrust,https://github.com/mvinyard/picrust
pictures,https://github.com/stsfaroz/pictures
pid,https://github.com/trbs/pid
PIDController,https://github.com/xiaochuan-li/PIDController
pidgin,https://github.com/deathbeds/pidgin
piecewise,https://github.com/jtbish/piecewise
pifpaf,https://github.com/jd/pifpaf
pig,https://github.com/erikperillo/pig
pigment,https://github.com/bsoyka/pigment
pi-ina219,https://github.com/chrisb2/pi_ina219
pileup,https://github.com/armish/pileup
Pillow,https://github.com/python-pillow/Pillow
pilot,https://github.com/tckerr/Pilot
pimp,http://github.com/mbr/pimp
PIMS,https://github.com/soft-matter/pims
Pinch,https://github.com/Uelb/pinch-python
Pinhole,https://github.com/uid00000000/pinhole
pinnacle,https://github.com/rozzac90/pinnacle
Pint,https://github.com/hgrecco/pint
pip,https://github.com/pypa/pip
pipe,https://github.com/JulienPalard/Pipe
pipenv,https://github.com/pypa/pipenv
pipmaker,https://github.com/DanteAnnetta/pipmaker
pippi,https://github.com/hecanjog/pippi
piq,https://github.com/photosynthesis-team/piq
pir,https://github.com/wasade/powerpointing-is-rude
pirouette,https://github.com/walidsa3d/pirouette
PIRS,https://github.com/aleccrowell/PIRS
pita,https://github.com/simonvh/pita
pixels,https://github.com/hoffstadt/DearPyGui
pixy,https://github.com/kiancross/pixy
Pizza,https://github.com/cjerdonek/groome-python-expected
pkg,https://github.com/joaomdsc/pkg
pkgconfig,https://github.com/matze/pkgconfig
pkr,https://github.com/altairengineering/pkr
place,https://github.com/placepay/place-python
placer,https://github.com/kootenpv/placer
plaid,https://github.com/sqrvrtx/plaid
plain,http://github.com/jaymon/plain
plan,https://github.com/fengsp/plan
plane,https://github.com/kemingy/Plane
planet,https://github.com/planetlabs/planet-client-python
plank,http://github.com/atbentley/plank
